,event_name,venue,neighborhood,start_date,start_time,end_date,end_time,all_day_event,category,event_cost,purchase_req,free,show_map_link,show_map,event_description,stage_time,event_website
272,Improv Jam ,UCB Sunset Inner Sanctum,Hollywood/East Hollywood,2020-03-11,10:00 PM,2020-03-11,11:59 PM,False,Improv Jam,$0,No,True,True,True,"

For improvisers only
Starts 10PM
Anyone can play",,
202,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-11,11:00 AM,2020-03-11,12:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 11AM
Ends 12PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
205,(1PM-6PM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-11,1:00 PM,2020-03-11,7:00 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 1PM-6PM (last mic ends at 7PM)
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
208,(3PM-4PM Hourly) 10 Mins. The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-11,3:00 PM,2020-03-11,4:00 PM,False,Open Mic,$0,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Starts 3PM
Ends 4:45PM
10 min.
Must be on time",10 min.,https://slotted.co/m4l
210,(3PM-10PM Hourly) Bert's Back Room,Bert's Back Room,WeHo/Fairfax/Beverly Hills,2020-03-11,3:00 PM,2020-03-11,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 3PM-10PM (venue closes 11PM)
5 min.
Wait list for walk-ins and drop outs will be first come, first served
Hosted by Rachel Cuthbert",5 min.,https://slotted.co/bertsbackroom
211,(3PM-12AM Hourly) 10 Mins. The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-11,3:00 PM,2020-03-11,11:59 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Fancy Room"" (up front)
$8 (includes snacks & drinks)
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 3PM-12AM 
10 min.",10 min.,https://slotted.co/thehollywoodcomedy
212,(4PM-10PM Hourly) 10 Min Spots Bert's Back Room Lounge,Bert's Back Room Lounge,WeHo/Fairfax/Beverly Hills,2020-03-11,4:00 PM,2020-03-11,10:55 PM,False,Open Mic,$8,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Across the hall from original Bert's Back Room
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 4PM-10PM (last 10 min. mic ends 10:55PM)
10 min.
Comic must be on time and stay for whole mic",10 min.,https://slotted.co/bertsbackroom
213,(4PM-7PM Hourly) The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-11,4:00 PM,2020-03-11,8:00 PM,False,Open Mic,$3,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Mic runs every hour on the hour from 3PM-7PM (last mic ends 8PM)
5 min.
Must be on time
Must stay for whole hour",5 min.,https://slotted.co/m4l
218,ACME Comedy ,ACME Comedy ,Burbank/NoHo/Valley,2020-03-11,5:00 PM,2020-03-11,7:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up in advance at http://acmeopenmic.eventbrite.com/ 
Waitlist for dropout slots is first come, first serve
Starts 5PM
Ends 6:30PM
5 min.
Hosted by Eric Lewis-Baker, Ahmed Al-kadri, and Chad Shapiro",5 min.,http://acmeopenmic.eventbrite.com/
223,Flappers Burbank,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-11,6:00 PM,2020-03-11,7:30 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 5:30PM
Starts 6PM
Ends 7:30PM
First come, first served
2 min.
stand-up, sketch, and improv allowed
COUNTS AS AUDITION
First 25 comedians who have never auditioned will be seen first",2 min.,
227,The Cinema Bar,The Cinema Bar,Westside/Santa Monica,2020-03-11,6:00 PM,2020-03-11,8:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign up 5:30PM
Starts 6PM
Ends 8PM
5 min
First come, first served",5 min.,
228,The Green Room,The Green Room,Orange County,2020-03-11,6:00 PM,2020-03-11,8:00 PM,False,Open Mic,$5,No,True,True,True,"

in Suite 204
includes drink
Sign-up in advance at https://slotted.co/gr
Starts 6PM
5 min.
First come, first served
Hosted by Elyse Joseph",5 min.,https://slotted.co/gr
233,Tribal Cafe,Tribal Cafe,Los Feliz/Silverlake/Echo Park,2020-03-11,7:00 PM,2020-03-11,10:00 PM,False,Open Mic,$5,No,True,True,True,"

$5 min. purchase
Sign-up 6:30PM
Starts 7PM
Ends 10PM
5 min.
First come, first served""",5 min.,
235,Brite Star Tavern,Brite Star Tavern,San Gabriel Valley,2020-03-11,7:00 PM,2020-03-11,9:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 7PM
Ends 9PM
ten 10 min. spots
then, 5 min. spots for last five slots
First come, first served
Hosted by Carlos Escobar",10 min.,
236,Equal Parts,Equal Parts,Hollywood/East Hollywood,2020-03-11,7:30 PM,2020-03-11,9:30 PM,False,Open Mic,,1 item,True,True,True,"

Starts 7:30PM
Lottery
Hosts Robyn Morrison & Ryan Solomon",3 min.,
240,ArtBarLA,ArtBarLA,Westside/Santa Monica,2020-03-11,7:30 PM,2020-03-11,9:30 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up in advance at https://slotted.co/motorboatincomedy
Starts 7:30PM
Ends 9:30PM
5 min.
Hosted by Maria Bruggere and Julie Weidmann",5 min.,https://slotted.co/motorboatincomedy
241,The Library: A Coffee House,The Library: A Coffee House,Long Beach,2020-03-11,7:30 PM,2020-03-11,9:30 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 7PM
Starts 7:30PM
6 min.
Mixed mic (all performers welcome)
Hosted by Daniel Farias",6 min.,
245,Relentless Brewing,Relentless Brewing,Highland Park/Glendale,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8PM
Ends 10PM
6 min.
Lottery",6 min.,
251,(8PM-12AM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-11,8:00 PM,2020-03-11,11:59 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 8PM-12AM 
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
253,The Green Room,The Green Room,Orange County,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Open Mic,$5,No,True,True,True,"

in Suite 204
includes drink
Sign-up in advance at https://slotted.co/gr
Starts 8PM
5 min.
First come, first served
Hosted by Elyse Joseph",5 min.,https://slotted.co/gr
254,1739 Public House,1739 Public House,Los Feliz/Silverlake/Echo Park,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Open Mic,,1 item,True,True,True,"

in back patio
Email quantummic@gmail.com ahead of time for a spot or sign up in person the day of.
Starts 8PM
Ends 10PM
First come, first served.
4 min. sets 
Hosted by Richard Rosenthal and Shelby Schwieterman
Contact quantummic@gmail.com for more info",4 min.,
258,Challenge Mic @ Copper Still Bar,The Copper Still Bar,Koreatown/Mid-City,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Improvised stand-up mic,$0,No,True,True,True,"

Starts 8PM
Ends 10PM
First come, first served
Must perform sets based on topics from pulled hat
Hosted by Maggi Mayfield",,
259,The Barkley,The Barkley,Pasadena,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8PM
5 min.
Rolling lottery
Hosted by Vance Sanders and Jake Grafstein",3 min.,
260,Geeky Teas & Games,Geeky Teas & Games,Burbank/NoHo/Valley,2020-03-11,8:00 PM,2020-03-11,10:00 PM,False,Open Mic,$5,No,True,True,True,"

$5 min. purchase
Sign up at 7:30PM
Starts at 8PM
5 min.
Lottery
Hosted by Thea Lux",5 min.,
263,Flappers Bar,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-11,8:30 PM,2020-03-11,10:30 PM,False,Open Mic,,1 item,True,True,True,"

Starts 8:30PM
Lottery
3 min.",3 min.,
256,Atomic Wombat Comics,Atomic Wombat Comics,Orange County,2020-03-11,9:00 PM,2020-03-11,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/comedygrabbag
Starts 9PM
5-7 min.
Must be on time and stay for the hour that you're signed up for",5 min.,https://slotted.co/comedygrabbag
268,Second City Hollywood,Second City Hollywood,Hollywood/East Hollywood,2020-03-11,9:45 PM,2020-03-11,11:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up in advance at: bit.ly/2DFks0W
Starts 9:45PM
3-5 min.",3 min.,bit.ly/2DFks0W
339,Yard Theater,Yard Theater,Hollywood/East Hollywood,2020-03-12,10:00 PM,2020-03-12,11:30 PM,False,Open Mic,$5,No,True,True,True,"

Starts 10PM
Ends 11:30PM
5 min.
First come, first served
Hosted by Jordan Wold",5 min.,
343,Flappers Bar,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-12,10:30 PM,2020-03-12,11:59 PM,False,Open Mic,,1 item,True,True,True,"

Starts 10:30PM
Lottery 
3 min.
Hosted by Mike Perkins",3 min.,
275,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-12,11:00 AM,2020-03-12,12:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 11AM
Ends 12PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
344,Westside Comedy Theater,Westside Comedy Theater,Westside/Santa Monica,2020-03-12,11:00 PM,2020-03-12,12:30 AM,False,Open Mic,$0,No,True,True,True,"

in alley between 3rd St. Promenade & 4th St.
Starts 11PM
3 min.
Lottery
Hosted by JD Rankin",3 min.,
277,(1PM-6PM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-12,1:00 PM,2020-03-12,7:00 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 1PM-6PM (last mic ends at 7PM)
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
281,(3PM-4PM Hourly) 10 Mins. The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-12,3:00 PM,2020-03-12,4:00 PM,False,Open Mic,$0,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Starts 3PM
Ends 4:45PM
10 min.
Must be on time",10 min.,https://slotted.co/m4l
283,(3PM-10PM Hourly) Bert's Back Room,Bert's Back Room,WeHo/Fairfax/Beverly Hills,2020-03-12,3:00 PM,2020-03-12,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 3PM-10PM (venue closes 11PM)
5 min.
Wait list for walk-ins and drop outs will be first come, first served
Hosted by Rachel Cuthbert",5 min.,https://slotted.co/bertsbackroom
284,(3PM-12AM Hourly) 10 Mins. The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-12,3:00 PM,2020-03-12,11:59 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Fancy Room"" (up front)
$8 (includes snacks & drinks)
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 3PM-12AM 
10 min.",10 min.,https://slotted.co/thehollywoodcomedy
285,(4PM-7PM Hourly) The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-12,4:00 PM,2020-03-12,8:00 PM,False,Open Mic,$3,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Mic runs every hour on the hour from 3PM-7PM (last mic ends 8PM)
5 min.
Must be on time
Must stay for whole hour",5 min.,https://slotted.co/m4l
286,(4PM-10PM Hourly) 10 Min Spots Bert's Back Room Lounge,Bert's Back Room Lounge,WeHo/Fairfax/Beverly Hills,2020-03-12,4:00 PM,2020-03-12,10:55 PM,False,Open Mic,$8,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Across the hall from original Bert's Back Room
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 4PM-10PM (last 10 min. mic ends 10:55PM)
10 min.
Comic must be on time and stay for whole mic",10 min.,https://slotted.co/bertsbackroom
293,ACME Comedy ,ACME Comedy ,Burbank/NoHo/Valley,2020-03-12,5:00 PM,2020-03-12,7:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up in advance at http://acmeopenmic.eventbrite.com/ 
Waitlist for dropout slots is first come, first serve
Starts 5PM
Ends 6:30PM
5 min.
Hosted by Eric Lewis-Baker, Ahmed Al-kadri, and Chad Shapiro",5 min.,http://acmeopenmic.eventbrite.com/
294,Fox Coffee House,Fox Coffee House,Long Beach,2020-03-12,6:00 PM,2020-03-12,8:30 PM,False,Mixed Mic,$0,No,True,True,True,"

Starts 6PM
Ends 8:30PM
First come, first served
Mixed mic (all performers welcome)",,
295,Oh Yes It's Ladies' Mic @ Flappers Burbank,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-12,6:00 PM,2020-03-12,8:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 6PM
Female performers only
stand-up, sketch, and improv all allowed
3 min.
Lottery",3 min.,
298,The Rec Room,The Rec Room,Orange County,2020-03-12,6:00 PM,2020-03-12,8:00 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up 5:30PM
Starts 6PM
4 min.
Lottery
Hosted by Ashley Kelly and Xavier Campos",4 min.,
308,Tribal Cafe,Tribal Cafe,Los Feliz/Silverlake/Echo Park,2020-03-12,7:00 PM,2020-03-12,10:00 PM,False,Open Mic,$5,No,True,True,True,"

$5 min. purchase
Sign-up 6:30PM
Starts 7PM
Ends 10PM
5 min.
First come, first served""",5 min.,
325,Atomic Wombat Comics,Atomic Wombat Comics,Orange County,2020-03-12,7:00 PM,2020-03-12,8:00 PM,False,Open Mic,$2,No,True,True,True,"

Sign-up in advance at https://comedygrabbag.com/
Starts 7PM
5-7 min.
Must be on time and stay for the hour that you're signed up for",5 min.,https://comedygrabbag.com/
323,(8PM-12AM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-12,8:00 PM,2020-03-12,11:59 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 8PM-12AM 
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
327,Our Place Bar,Our Place Bar,San Gabriel Valley,2020-03-12,8:00 PM,2020-03-12,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8PM
Ends 10PM
6 min.
Lottery",6 min.,
328,Corbin Bowl,Corbin Bowl,Burbank/NoHo/Valley,2020-03-12,8:00 PM,2020-03-12,11:59 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 7PM
Starts 8PM
Ends 12AM
First come, first served
7 min.
Hosted by Jonathan David and Ryan Talmo",7 min.,
329,Atomic Wombat Comics,Atomic Wombat Comics,Orange County,2020-03-12,8:00 PM,2020-03-12,9:00 PM,False,Open Mic,$2,No,True,True,True,"

Sign-up in advance at https://comedygrabbag.com/
Starts 8PM
5-7 min.
Must be on time and stay for the hour that you're signed up for",5 min.,https://comedygrabbag.com/
330,The Chatterbox,The Chatterbox,San Gabriel Valley,2020-03-12,8:15 PM,2020-03-12,10:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8:15PM
Ends 10PM
Lottery
5 min.
Hosted by Kevin Macias and Charles Mockler",5 min.,
332,Burbank VFW,Burbank VFW,Burbank/NoHo/Valley,2020-03-12,8:30 PM,2020-03-12,11:00 PM,False,Open Mic,$0,No,True,True,True,"

Starts 8:30PM
Ends 11PM
Rolling lottery
3 min. w/o purchase
5 min. w/purchase
Hosted by Danny Williams, Chris Wilmoth & Spence Griffeth",3 min.,
334,Umami Burger,Umami Burger,Orange County,2020-03-12,8:30 PM,2020-03-12,10:30 PM,False,Open Mic,$0,No,True,True,True,"

in Irvine Spectrum
Sign-up 7:45PM
Starts 8:30PM
First come, first served
3 min.
20 spots only
Hosted by Friendly Frank",3 min.,
398,The Ark Theatre,The Ark Theatre,Burbank/NoHo/Valley,2020-03-13,10:00 PM,2020-03-13,11:59 PM,False,Open Mic,$10,No,True,True,True,"

Sign-up in advance at https://www.arknoho.org/store/10-x-10-minutes-10pm-x-10-comedians-my-laughers-comedy-club-open-mic-fridays9pm
Starts 10PM
10 min.
10 spots only
Must be on time
Hosted by Steven Kimbrough",10 min.,https://www.arknoho.org/store/10-x-10-minutes-10pm-x-10-comedians-my-laughers-comedy-club-open-mic-fridays9pm
400,Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-13,10:00 PM,2020-03-13,11:59 PM,False,Open Mic,$0,No,True,True,True,"

Sign-up at 9:30PM
Starts 10PM
6 min.
First come, first served",6 min.,
399,Atomic Wombat Comics,Atomic Wombat Comics,Orange County,2020-03-13,10:30 PM,2020-03-13,11:30 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/comedygrabbag
Starts 10:30PM
5-7 min.
Must be on time and stay for the hour that you're signed up for",5 min.,https://slotted.co/comedygrabbag
404,Flappers Bar,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-13,10:30 PM,2020-03-13,11:59 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 11PM
Starts 11:30PM
Lottery
3 min.",3 min.,
347,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-13,11:00 AM,2020-03-13,12:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 11AM
Ends 12PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
350,(1PM-6PM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-13,1:00 PM,2020-03-13,7:00 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 1PM-6PM (last mic ends at 7PM)
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
354,(3PM-4PM Hourly) 10 Mins. The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-13,3:00 PM,2020-03-13,4:00 PM,False,Open Mic,$0,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Starts 3PM
Ends 4:45PM
10 min.
Must be on time",10 min.,https://slotted.co/m4l
356,(3PM-10PM Hourly) Bert's Back Room,Bert's Back Room,WeHo/Fairfax/Beverly Hills,2020-03-13,3:00 PM,2020-03-13,11:00 PM,False,Open Mic,$5,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 3PM-10PM (venue closes 11PM)
5 min.
Wait list for walk-ins and drop outs will be first come, first served
Hosted by Rachel Cuthbert",5 min.,https://slotted.co/bertsbackroom
357,(3PM-12AM Hourly) 10 Mins. The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-13,3:00 PM,2020-03-13,11:59 PM,False,Open Mic,$8,No,True,True,True,"

in ""The Fancy Room"" (up front)
$8 (includes snacks & drinks)
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 3PM-12AM 
10 min.",10 min.,https://slotted.co/thehollywoodcomedy
358,(4PM-10PM Hourly) 10 Min Spots Bert's Back Room Lounge,Bert's Back Room Lounge,WeHo/Fairfax/Beverly Hills,2020-03-13,4:00 PM,2020-03-13,10:55 PM,False,Open Mic,$8,No,True,True,True,"

Upstairs, entrance through door in between Von Dutch and ikon 
Across the hall from original Bert's Back Room
Sign-up in advance at https://slotted.co/bertsbackroom
Mic runs every hour on the hour from 4PM-10PM (last 10 min. mic ends 10:55PM)
10 min.
Comic must be on time and stay for whole mic",10 min.,https://slotted.co/bertsbackroom
360,(4PM-7PM Hourly) The Comedy Office (Unit #3 Upstairs),The Comedy Office (Unit #3 Upstairs),WeHo/Fairfax/Beverly Hills,2020-03-13,4:00 PM,2020-03-13,8:00 PM,False,Open Mic,$3,No,True,True,True,"

Upstairs, down the hall to the left (the brick door).
Sign-up in advance at https://slotted.co/m4l
Mic runs every hour on the hour from 3PM-7PM (last mic ends 8PM)
5 min.
Must be on time
Must stay for whole hour",5 min.,https://slotted.co/m4l
363,(5PM-8PM Hourly) PFW Studio,PFW Studio,WeHo/Fairfax/Beverly Hills,2020-03-13,5:00 PM,2020-03-13,8:55 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/PFWStudioWeHo
Pay $5 via Venmo to @Lisa-Sundstedt
Mic runs every hour on the hour from 4PM-8PM (venue closes 8:55PM)
5 min.
Must be on time
Must stay whole time
Host: PFW Alumni",5 min.,https://slotted.co/PFWStudioWeHo
366,ACME Comedy ,ACME Comedy ,Burbank/NoHo/Valley,2020-03-13,5:00 PM,2020-03-13,7:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up in advance at http://acmeopenmic.eventbrite.com/ 
Waitlist for dropout slots is first come, first serve
Starts 5PM
Ends 6:30PM
5 min.
Hosted by Eric Lewis-Baker, Ahmed Al-kadri, and Chad Shapiro",5 min.,http://acmeopenmic.eventbrite.com/
376,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-13,7:00 PM,2020-03-13,8:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 7PM
Ends 8PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
379,Atomic Wombat Comics,Atomic Wombat Comics,Orange County,2020-03-13,7:00 PM,2020-03-13,9:00 PM,False,Open Mic,$5,No,True,True,True,"

Sign-up in advance at https://slotted.co/comedygrabbag
Starts 7PM
5-7 min.
Must be on time and stay for the hour that you're signed up for",5 min.,https://slotted.co/comedygrabbag
380,Hollywood Hotel,Hollywood Hotel,Hollywood/East Hollywood,2020-03-13,7:00 PM,2020-03-13,8:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 6:30PM
Starts 7PM
Ends 8PM
4 min.
First come, first served
Hosted by Reid Brackenbury",4 min.,
370,(8-10PM Hourly) Therapeutic Noise (in Long Beach),Therapeutic Noise,Long Beach,2020-03-13,8:00 PM,2020-03-13,10:00 PM,False,Open Mic,$5,No,True,True,True,"

Address is 1424 E. Long Beach Blvd., Long Beach, CA
includes bottled water
Sign-up in advance at https://slotted.co/therapeuticnoise
Mic runs every hour on the hour from 8PM-10PM (last mic ends 11PM)
6 min.
Must be on time
Must stay for whole hour",6 min.,https://slotted.co/therapeuticnoise
385,The Green Room,The Green Room,Orange County,2020-03-13,8:00 PM,2020-03-13,10:00 PM,False,Open Mic,$5,No,True,True,True,"

in Suite 204
includes drink
Sign-up in advance at https://slotted.co/gr
Starts 8PM
5 min.
First come, first served
Hosted by Elyse Joseph",5 min.,
393,Mother Knows Best @ Hollywood Hotel,Hollywood Hotel,Hollywood/East Hollywood,2020-03-13,8:00 PM,2020-03-13,9:00 PM,False,Open Mic,,1 item,True,True,True,"

Starts 8PM
3 min.
Comics perform their best in front another comic’s mom
Best set wins a Mother’s love
Mixed in w/booked spots
Hosted by Reid Brackenbury",3 min.,
397,Hollywood Hotel,Hollywood Hotel,Hollywood/East Hollywood,2020-03-13,9:00 PM,2020-03-13,10:00 PM,False,Open Mic,,1 item,True,True,True,"

Sign-up 8:30PM
Starts 9PM
Ends 11PM
4 min.
First come, first served
Hosted by Reid Brackenbury",4 min.,
458,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-14,10:00 PM,2020-03-14,11:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 10PM
Ends 11PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
408,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-14,11:00 AM,2020-03-14,12:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy.
Starts 11AM
Ends 12PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
460,Flappers Bar,Flappers Comedy Club,Burbank/NoHo/Valley,2020-03-14,11:00 PM,2020-03-14,1:30 AM,False,Open Mic,,1 item,True,True,True,"

Starts 11PM
Lottery
3 min.",3 min.,
412,(1PM-12AM Hourly) 15 Mins. The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-14,1:00 PM,2020-03-14,11:59 PM,False,Open Mic,$12,No,True,True,True,"

in ""The Fancy Room"" (up front)
$12 (includes snacks & drinks)
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 1PM-12AM 
15 min.",15 min.,https://slotted.co/thehollywoodcomedy
413,(1PM-6PM Hourly) The Hollywood Comedy,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-14,1:00 PM,2020-03-14,7:00 PM,False,Open Mic,$5,No,True,True,True,"

includes snacks & drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Mic runs every hour on the hour from 1PM-6PM (last mic ends at 7PM)
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
439,Improv Mic,The Hollywood Comedy,Hollywood/East Hollywood,2020-03-14,7:00 PM,2020-03-14,8:00 PM,False,Improvised stand-up mic,$5,No,True,True,True,"

includes snacks and drinks
Sign-up in advance at https://slotted.co/thehollywoodcomedy
Starts 7PM
Ends 8PM
Sets must be improvised, riffed, unprepared
5 min.
Hosted by Jiaoying Summers",5 min.,https://slotted.co/thehollywoodcomedy
443,Echoes on Pico,Echoes on Pico,Koreatown/Mid-City,2020-03-14,8:00 PM,2020-03-14,9:00 PM,False,Open Mic,$5,No,True,True,True,"

includes drink
Sign-up in advance at https://slotted.co/oxo0opzu/
Starts 8PM
Ends 9PM
5 min.
All performers welcome (comedy, music, poetry, etc.)",5 min.,https://slotted.co/oxo0opzu/
